[SYS] 2025/11/11 - 16:41:56 | initializing token encoders 
[SYS] 2025/11/12 - 10:24:51 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:25:06 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:25:06 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:25:17 | 正在更新数据看板数据... 
[SYS] 2025/11/12 - 10:25:17 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2025/11/12 - 10:25:19 | syncing options from database 
[SYS] 2025/11/12 - 10:25:21 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:25:21 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:25:36 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:25:36 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:25:51 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:25:51 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:26:06 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:26:06 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:26:19 | syncing options from database 
[SYS] 2025/11/12 - 10:26:21 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:26:21 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:26:36 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:26:36 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:26:51 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:26:51 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:27:06 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:27:06 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:27:19 | syncing options from database 
[SYS] 2025/11/12 - 10:27:21 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:27:21 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:27:36 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:27:36 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:27:51 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:27:51 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:28:06 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:28:06 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:28:20 | syncing options from database 
[SYS] 2025/11/12 - 10:28:21 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:28:21 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:28:36 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:28:36 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:28:51 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:28:51 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:29:06 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:29:06 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:29:20 | syncing options from database 
[SYS] 2025/11/12 - 10:29:21 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:29:21 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:29:36 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:29:36 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:29:51 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:29:51 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:30:06 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:30:06 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:30:17 | 正在更新数据看板数据... 
[SYS] 2025/11/12 - 10:30:17 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2025/11/12 - 10:30:20 | syncing options from database 
[SYS] 2025/11/12 - 10:30:21 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:30:21 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:30:36 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:30:36 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:30:51 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:30:51 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:31:06 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:31:06 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:31:20 | syncing options from database 
[SYS] 2025/11/12 - 10:31:21 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:31:21 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:31:36 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:31:36 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:31:51 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:31:51 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:32:06 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:32:06 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:32:20 | syncing options from database 
[SYS] 2025/11/12 - 10:32:21 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:32:21 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:32:36 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:32:36 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:32:51 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:32:51 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:33:06 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:33:06 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:33:20 | syncing options from database 
[SYS] 2025/11/12 - 10:33:21 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:33:21 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:33:36 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:33:36 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:33:51 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:33:51 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:34:06 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:34:06 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:34:20 | syncing options from database 
[SYS] 2025/11/12 - 10:34:21 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:34:21 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:34:36 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:34:36 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:34:51 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:34:51 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:35:06 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:35:06 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:35:17 | 正在更新数据看板数据... 
[SYS] 2025/11/12 - 10:35:17 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2025/11/12 - 10:35:20 | syncing options from database 
[SYS] 2025/11/12 - 10:35:21 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:35:21 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:35:36 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:35:36 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:35:51 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:35:51 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:36:06 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:36:06 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:36:20 | syncing options from database 
[SYS] 2025/11/12 - 10:36:21 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:36:21 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:36:36 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:36:36 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:36:51 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:36:51 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:37:06 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:37:06 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:37:20 | syncing options from database 
[SYS] 2025/11/12 - 10:37:21 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:37:21 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:37:36 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:37:36 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:37:51 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:37:51 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:38:06 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:38:06 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:38:20 | syncing options from database 
[SYS] 2025/11/12 - 10:38:21 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:38:21 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:38:36 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:38:36 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:38:51 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:38:51 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:39:06 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:39:06 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:39:20 | syncing options from database 
[SYS] 2025/11/12 - 10:39:21 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:39:21 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:39:36 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:39:36 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:39:51 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:39:51 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:40:06 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:40:06 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:40:17 | 正在更新数据看板数据... 
[SYS] 2025/11/12 - 10:40:17 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2025/11/12 - 10:40:20 | syncing options from database 
[SYS] 2025/11/12 - 10:40:21 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:40:21 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:40:36 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:40:36 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:40:51 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:40:51 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:41:06 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:41:06 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:41:20 | syncing options from database 
[SYS] 2025/11/12 - 10:41:21 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:41:21 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:41:36 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:41:36 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:41:51 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:41:51 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:42:06 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:42:06 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:42:20 | syncing options from database 
[SYS] 2025/11/12 - 10:42:21 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:42:21 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:42:36 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:42:36 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:42:51 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:42:51 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:43:06 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:43:06 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:43:20 | syncing options from database 
[SYS] 2025/11/12 - 10:43:21 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:43:21 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:43:36 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:43:36 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:43:51 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:43:51 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:44:06 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:44:06 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:44:20 | syncing options from database 
[SYS] 2025/11/12 - 10:44:21 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:44:21 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:44:36 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:44:36 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:44:51 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:44:51 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:45:06 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:45:06 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:45:17 | 正在更新数据看板数据... 
[SYS] 2025/11/12 - 10:45:17 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2025/11/12 - 10:45:20 | syncing options from database 
[SYS] 2025/11/12 - 10:45:21 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:45:21 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:45:36 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:45:36 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:45:51 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:45:51 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:46:06 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:46:06 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:46:20 | syncing options from database 
[SYS] 2025/11/12 - 10:46:21 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:46:21 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:46:36 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:46:36 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:46:51 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:46:51 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:47:06 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:47:06 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:47:20 | syncing options from database 
[SYS] 2025/11/12 - 10:47:21 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:47:21 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:47:36 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:47:36 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:47:51 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:47:51 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:48:06 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:48:06 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:48:20 | syncing options from database 
[SYS] 2025/11/12 - 10:48:21 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:48:21 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:48:36 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:48:36 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:48:51 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:48:51 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:49:06 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:49:06 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:49:20 | syncing options from database 
[SYS] 2025/11/12 - 10:49:21 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:49:21 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:49:36 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:49:36 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:49:51 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:49:51 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:50:06 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:50:06 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:50:17 | 正在更新数据看板数据... 
[SYS] 2025/11/12 - 10:50:17 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2025/11/12 - 10:50:20 | syncing options from database 
[SYS] 2025/11/12 - 10:50:21 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:50:21 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:50:36 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:50:36 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:50:51 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:50:51 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:51:06 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:51:06 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:51:20 | syncing options from database 
[SYS] 2025/11/12 - 10:51:21 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:51:21 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:51:36 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:51:36 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:51:51 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:51:51 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:52:06 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:52:06 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:52:20 | syncing options from database 
[SYS] 2025/11/12 - 10:52:21 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:52:21 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:52:36 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:52:36 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:52:51 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:52:51 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:53:06 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:53:06 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:53:20 | syncing options from database 
[SYS] 2025/11/12 - 10:53:21 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:53:21 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:53:36 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:53:36 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:53:51 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:53:51 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:54:06 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:54:06 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:54:20 | syncing options from database 
[SYS] 2025/11/12 - 10:54:21 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:54:21 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:54:36 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:54:36 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:54:51 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:54:51 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:55:06 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:55:06 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:55:17 | 正在更新数据看板数据... 
[SYS] 2025/11/12 - 10:55:17 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2025/11/12 - 10:55:20 | syncing options from database 
[SYS] 2025/11/12 - 10:55:21 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:55:21 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:55:36 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:55:36 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:55:51 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:55:51 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:56:06 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:56:06 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:56:20 | syncing options from database 
[SYS] 2025/11/12 - 10:56:21 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:56:21 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:56:36 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:56:36 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:56:51 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:56:51 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:57:06 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:57:06 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:57:20 | syncing options from database 
[SYS] 2025/11/12 - 10:57:21 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:57:21 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:57:36 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:57:36 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:57:51 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:57:51 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:58:06 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:58:06 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:58:20 | syncing options from database 
[SYS] 2025/11/12 - 10:58:21 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:58:21 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:58:36 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:58:36 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:58:51 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:58:51 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:59:06 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:59:06 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:59:20 | syncing options from database 
[SYS] 2025/11/12 - 10:59:21 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:59:21 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:59:36 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:59:36 | 任务进度轮询完成 
[SYS] 2025/11/12 - 10:59:51 | 任务进度轮询开始 
[SYS] 2025/11/12 - 10:59:51 | 任务进度轮询完成 
[SYS] 2025/11/12 - 11:00:06 | 任务进度轮询开始 
[SYS] 2025/11/12 - 11:00:06 | 任务进度轮询完成 
[SYS] 2025/11/12 - 11:00:17 | 正在更新数据看板数据... 
[SYS] 2025/11/12 - 11:00:17 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2025/11/12 - 11:00:20 | syncing options from database 
[SYS] 2025/11/12 - 11:00:21 | 任务进度轮询开始 
[SYS] 2025/11/12 - 11:00:21 | 任务进度轮询完成 
[SYS] 2025/11/12 - 11:00:36 | 任务进度轮询开始 
[SYS] 2025/11/12 - 11:00:36 | 任务进度轮询完成 
[SYS] 2025/11/12 - 11:00:51 | 任务进度轮询开始 
[SYS] 2025/11/12 - 11:00:51 | 任务进度轮询完成 
[SYS] 2025/11/12 - 11:01:06 | 任务进度轮询开始 
[SYS] 2025/11/12 - 11:01:06 | 任务进度轮询完成 
[SYS] 2025/11/12 - 11:01:20 | syncing options from database 
[SYS] 2025/11/12 - 11:01:21 | 任务进度轮询开始 
[SYS] 2025/11/12 - 11:01:21 | 任务进度轮询完成 
[SYS] 2025/11/12 - 11:01:36 | 任务进度轮询开始 
[SYS] 2025/11/12 - 11:01:36 | 任务进度轮询完成 
[SYS] 2025/11/12 - 11:01:51 | 任务进度轮询开始 
[SYS] 2025/11/12 - 11:01:51 | 任务进度轮询完成 
[SYS] 2025/11/12 - 11:02:06 | 任务进度轮询开始 
[SYS] 2025/11/12 - 11:02:06 | 任务进度轮询完成 
[SYS] 2025/11/12 - 11:02:20 | syncing options from database 
[SYS] 2025/11/12 - 11:02:21 | 任务进度轮询开始 
[SYS] 2025/11/12 - 11:02:21 | 任务进度轮询完成 
[SYS] 2025/11/12 - 11:02:36 | 任务进度轮询开始 
[SYS] 2025/11/12 - 11:02:36 | 任务进度轮询完成 
[SYS] 2025/11/12 - 11:02:51 | 任务进度轮询开始 
[SYS] 2025/11/12 - 11:02:51 | 任务进度轮询完成 
[SYS] 2025/11/12 - 11:03:06 | 任务进度轮询开始 
[SYS] 2025/11/12 - 11:03:06 | 任务进度轮询完成 
[SYS] 2025/11/12 - 11:03:20 | syncing options from database 
[SYS] 2025/11/12 - 11:03:21 | 任务进度轮询开始 
[SYS] 2025/11/12 - 11:03:21 | 任务进度轮询完成 
[SYS] 2025/11/12 - 11:03:36 | 任务进度轮询开始 
[SYS] 2025/11/12 - 11:03:36 | 任务进度轮询完成 
[SYS] 2025/11/12 - 11:03:51 | 任务进度轮询开始 
[SYS] 2025/11/12 - 11:03:51 | 任务进度轮询完成 
[SYS] 2025/11/12 - 11:04:06 | 任务进度轮询开始 
[SYS] 2025/11/12 - 11:04:06 | 任务进度轮询完成 
[SYS] 2025/11/12 - 11:04:20 | syncing options from database 
[SYS] 2025/11/12 - 11:04:21 | 任务进度轮询开始 
[SYS] 2025/11/12 - 11:04:21 | 任务进度轮询完成 
[SYS] 2025/11/12 - 11:04:36 | 任务进度轮询开始 
[SYS] 2025/11/12 - 11:04:36 | 任务进度轮询完成 
[SYS] 2025/11/12 - 11:04:51 | 任务进度轮询开始 
[SYS] 2025/11/12 - 11:04:51 | 任务进度轮询完成 
[SYS] 2025/11/12 - 11:05:06 | 任务进度轮询开始 
[SYS] 2025/11/12 - 11:05:06 | 任务进度轮询完成 
[SYS] 2025/11/12 - 11:05:17 | 正在更新数据看板数据... 
[SYS] 2025/11/12 - 11:05:17 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2025/11/12 - 11:05:20 | syncing options from database 
[SYS] 2025/11/12 - 11:05:21 | 任务进度轮询开始 
[SYS] 2025/11/12 - 11:05:21 | 任务进度轮询完成 
[SYS] 2025/11/12 - 11:05:36 | 任务进度轮询开始 
[SYS] 2025/11/12 - 11:05:36 | 任务进度轮询完成 
[SYS] 2025/11/12 - 11:05:51 | 任务进度轮询开始 
[SYS] 2025/11/12 - 11:05:51 | 任务进度轮询完成 
[SYS] 2025/11/12 - 11:06:06 | 任务进度轮询开始 
[SYS] 2025/11/12 - 11:06:06 | 任务进度轮询完成 
[SYS] 2025/11/12 - 11:06:20 | syncing options from database 
[SYS] 2025/11/12 - 11:06:21 | 任务进度轮询开始 
[SYS] 2025/11/12 - 11:06:21 | 任务进度轮询完成 
[SYS] 2025/11/12 - 11:06:36 | 任务进度轮询开始 
[SYS] 2025/11/12 - 11:06:36 | 任务进度轮询完成 
[SYS] 2025/11/12 - 11:06:51 | 任务进度轮询开始 
[SYS] 2025/11/12 - 11:06:51 | 任务进度轮询完成 
[SYS] 2025/11/12 - 11:07:06 | 任务进度轮询开始 
[SYS] 2025/11/12 - 11:07:06 | 任务进度轮询完成 
[SYS] 2025/11/12 - 11:07:20 | syncing options from database 
[SYS] 2025/11/12 - 11:07:21 | 任务进度轮询开始 
[SYS] 2025/11/12 - 11:07:21 | 任务进度轮询完成 
[SYS] 2025/11/12 - 11:07:36 | 任务进度轮询开始 
[SYS] 2025/11/12 - 11:07:36 | 任务进度轮询完成 
[SYS] 2025/11/12 - 11:07:51 | 任务进度轮询开始 
[SYS] 2025/11/12 - 11:07:51 | 任务进度轮询完成 
[SYS] 2025/11/12 - 11:08:06 | 任务进度轮询开始 
[SYS] 2025/11/12 - 11:08:06 | 任务进度轮询完成 
[SYS] 2025/11/12 - 11:08:20 | syncing options from database 
[SYS] 2025/11/12 - 11:08:21 | 任务进度轮询开始 
[SYS] 2025/11/12 - 11:08:21 | 任务进度轮询完成 
[SYS] 2025/11/12 - 11:08:36 | 任务进度轮询开始 
[SYS] 2025/11/12 - 11:08:36 | 任务进度轮询完成 
