[SYS] 2025/10/16 - 14:49:36 | initializing token encoders 
[SYS] 2025/10/16 - 15:28:06 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:28:06 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:28:21 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:28:21 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:28:36 | syncing options from database 
[SYS] 2025/10/16 - 15:28:36 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:28:36 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:28:51 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:28:51 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:29:06 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:29:06 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:29:21 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:29:21 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:29:36 | 正在更新数据看板数据... 
[SYS] 2025/10/16 - 15:29:36 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2025/10/16 - 15:29:36 | syncing options from database 
[SYS] 2025/10/16 - 15:29:36 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:29:36 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:29:51 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:29:51 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:30:06 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:30:06 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:30:21 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:30:21 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:30:36 | syncing options from database 
[SYS] 2025/10/16 - 15:30:36 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:30:36 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:30:51 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:30:51 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:31:06 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:31:06 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:31:21 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:31:21 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:31:36 | syncing options from database 
[SYS] 2025/10/16 - 15:31:36 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:31:36 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:31:51 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:31:51 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:32:06 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:32:06 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:32:21 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:32:21 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:32:36 | syncing options from database 
[SYS] 2025/10/16 - 15:32:36 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:32:36 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:32:51 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:32:51 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:33:06 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:33:06 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:33:21 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:33:21 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:33:36 | syncing options from database 
[SYS] 2025/10/16 - 15:33:36 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:33:36 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:33:51 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:33:51 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:34:06 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:34:06 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:34:21 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:34:21 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:34:36 | 正在更新数据看板数据... 
[SYS] 2025/10/16 - 15:34:36 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2025/10/16 - 15:34:36 | syncing options from database 
[SYS] 2025/10/16 - 15:34:36 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:34:36 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:34:51 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:34:51 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:35:06 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:35:06 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:35:21 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:35:21 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:35:36 | syncing options from database 
[SYS] 2025/10/16 - 15:35:36 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:35:36 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:35:51 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:35:51 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:36:06 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:36:06 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:36:21 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:36:21 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:36:36 | syncing options from database 
[SYS] 2025/10/16 - 15:36:36 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:36:36 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:36:51 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:36:51 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:37:06 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:37:06 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:37:21 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:37:21 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:37:36 | syncing options from database 
[SYS] 2025/10/16 - 15:37:36 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:37:36 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:37:51 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:37:51 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:38:06 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:38:06 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:38:21 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:38:21 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:38:36 | syncing options from database 
[SYS] 2025/10/16 - 15:38:36 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:38:36 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:38:51 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:38:51 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:39:06 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:39:06 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:39:21 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:39:21 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:39:36 | 正在更新数据看板数据... 
[SYS] 2025/10/16 - 15:39:36 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2025/10/16 - 15:39:36 | syncing options from database 
[SYS] 2025/10/16 - 15:39:36 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:39:36 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:39:51 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:39:51 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:40:06 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:40:06 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:40:21 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:40:21 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:40:36 | syncing options from database 
[SYS] 2025/10/16 - 15:40:36 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:40:36 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:40:51 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:40:51 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:41:06 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:41:06 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:41:21 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:41:21 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:41:36 | syncing options from database 
[SYS] 2025/10/16 - 15:41:36 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:41:36 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:41:51 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:41:51 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:42:06 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:42:06 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:42:21 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:42:21 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:42:36 | syncing options from database 
[SYS] 2025/10/16 - 15:42:36 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:42:36 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:42:51 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:42:51 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:43:06 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:43:06 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:43:21 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:43:21 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:43:36 | syncing options from database 
[SYS] 2025/10/16 - 15:43:36 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:43:36 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:43:51 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:43:51 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:44:06 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:44:06 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:44:21 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:44:21 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:44:36 | 正在更新数据看板数据... 
[SYS] 2025/10/16 - 15:44:36 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2025/10/16 - 15:44:36 | syncing options from database 
[SYS] 2025/10/16 - 15:44:36 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:44:36 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:44:51 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:44:51 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:45:06 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:45:06 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:45:21 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:45:21 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:45:36 | syncing options from database 
[SYS] 2025/10/16 - 15:45:36 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:45:36 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:45:51 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:45:51 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:46:06 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:46:06 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:46:21 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:46:21 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:46:36 | syncing options from database 
[SYS] 2025/10/16 - 15:46:36 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:46:36 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:46:51 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:46:51 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:47:06 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:47:06 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:47:21 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:47:21 | 任务进度轮询完成 
[GIN] 2025/10/16 - 15:47:23 | 20251016154723854412000OwnhDHEv | 200 |   13.294209ms |             ::1 |     GET /v1/models
[SYS] 2025/10/16 - 15:47:36 | syncing options from database 
[SYS] 2025/10/16 - 15:47:36 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:47:36 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:47:51 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:47:51 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:48:06 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:48:06 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:48:21 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:48:21 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:48:36 | syncing options from database 
[SYS] 2025/10/16 - 15:48:36 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:48:36 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:48:51 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:48:51 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:49:06 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:49:06 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:49:21 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:49:21 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:49:36 | 正在更新数据看板数据... 
[SYS] 2025/10/16 - 15:49:36 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2025/10/16 - 15:49:36 | syncing options from database 
[SYS] 2025/10/16 - 15:49:36 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:49:36 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:49:51 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:49:51 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:50:06 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:50:06 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:50:21 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:50:21 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:50:36 | syncing options from database 
[SYS] 2025/10/16 - 15:50:36 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:50:36 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:50:51 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:50:51 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:51:06 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:51:06 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:51:21 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:51:21 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:51:36 | syncing options from database 
[SYS] 2025/10/16 - 15:51:36 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:51:36 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:51:51 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:51:51 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:52:06 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:52:06 | 任务进度轮询完成 
[INFO] 2025/10/16 - 15:52:20 | 20251016155220267489000xGZQ4RJi | 用户 1 额度充足且为无限额度令牌, 信任且不需要预扣费 
[SYS] 2025/10/16 - 15:52:20 | 发送给Coze的工作流请求: {"workflow_id":"7549079559813087284","parameters":{"BOT_USER_INPUT":"test","input":"test"}} 
[DEBUG] 2025/10/16 - 15:52:20 | 20251016155220267489000xGZQ4RJi | text request body: {"workflow_id":"7549079559813087284","parameters":{"BOT_USER_INPUT":"test","input":"test"}} 
[SYS] 2025/10/16 - 15:52:20 | DoRequest called with OriginModelName: coze-workflow 
[SYS] 2025/10/16 - 15:52:20 | Processing as Coze workflow request 
[SYS] 2025/10/16 - 15:52:20 | [OAuth Debug] ChannelOtherSettings: {AzureResponsesVersion: VertexKeyType: CozeAuthType:oauth} 
[SYS] 2025/10/16 - 15:52:20 | [OAuth Debug] CozeAuthType 原始值: 'oauth' 
[SYS] 2025/10/16 - 15:52:20 | [OAuth Debug] 缓存未命中，开始生成新 token 
[SYS] 2025/10/16 - 15:52:20 | [OAuth Debug] JWT 签名成功 (前50字符): eyJhbGciOiJSUzI1NiIsImtpZCI6Im9rQ0UzWE95TXZDeDlwNU... 
[SYS] 2025/10/16 - 15:52:20 | [OAuth Debug] 向 https://api.coze.cn/api/permission/oauth2/token 发送 token 交换请求 
[SYS] 2025/10/16 - 15:52:20 | [OAuth Debug] Token 交换响应状态: 200, 响应体: {"access_token":"czs_h3zCTI4LOLNhgl8si9Kje89doM5BgJQi5ZpV5cEmyZjh6aR7wRkiOIDnmnodI0uIV","expires_in":1760602040,"token_type":"Bearer"} 
[SYS] 2025/10/16 - 15:52:20 | [OAuth Debug] Access token 获取成功 (前20字符): czs_h3zCTI4LOLNhgl8s... 
[SYS] 2025/10/16 - 15:52:20 | [OAuth Debug] 准备使用 OAuth token (前20字符): czs_h3zCTI4LOLNhgl8s... 
[SYS] 2025/10/16 - 15:52:20 | [OAuth Debug] 设置 Authorization 头 (前30字符): Bearer czs_h3zCTI4LOLNhgl8si9K... 
[SYS] 2025/10/16 - 15:52:21 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:52:21 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:52:36 | syncing options from database 
[SYS] 2025/10/16 - 15:52:36 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:52:36 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:52:48 | DoResponse called with OriginModelName: coze-workflow 
[SYS] 2025/10/16 - 15:52:48 | === cozeWorkflowHandler called === 
[SYS] 2025/10/16 - 15:52:48 | Coze工作流响应: {"data":"{\"output\":\"https://ts.fyshark.com/#/cozeToJianyin?drafId=https://video-snot-12220.oss-cn-shanghai.aliyuncs.com/2025-10-16/draft/f738fd25-fe5f-4c00-b238-c468e44293b3.json\"}","debug_url":"https://www.coze.cn/work_flow?execute_id=7561724316284174379&space_id=7549033030220857353&workflow_id=7549079559813087284&execute_mode=2","usage":{"token_count":453,"output_count":301,"input_count":152},"detail":{"logid":"202510161552202E6B69B00C1D6B9E2765"},"code":0,"msg":""} 
[SYS] 2025/10/16 - 15:52:48 | 解析CozeWorkflowResponse失败: json: cannot unmarshal string into Go struct field CozeWorkflowResponse.data of type []coze.CozeWorkflowDataItem 
[SYS] 2025/10/16 - 15:52:48 | Coze响应中没有usage信息，使用默认Token统计值 
[INFO] 2025/10/16 - 15:52:48 | 20251016155220267489000xGZQ4RJi | 预扣费后补扣费：＄0.002250（实际消耗：＄0.002250，预扣费：＄0.000000） 
[INFO] 2025/10/16 - 15:52:48 | 20251016155220267489000xGZQ4RJi | record consume log: userId=1, params={"channel_id":8,"prompt_tokens":10,"completion_tokens":20,"model_name":"coze-workflow","token_name":"1","quota":1125,"content":"","token_id":1,"use_time_seconds":28,"is_stream":false,"group":"default","other":{"admin_info":{"use_channel":["8"]},"cache_ratio":1,"cache_tokens":0,"completion_ratio":1,"frt":-1000,"group_ratio":1,"model_price":-1,"model_ratio":37.5,"user_group_ratio":-1}} 
[GIN] 2025/10/16 - 15:52:48 | 20251016155220267489000xGZQ4RJi | 200 | 27.758917083s |             ::1 |    POST /v1/chat/completions
[SYS] 2025/10/16 - 15:52:51 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:52:51 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:53:06 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:53:06 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:53:21 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:53:22 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:53:36 | syncing options from database 
[SYS] 2025/10/16 - 15:53:37 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:53:37 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:53:52 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:53:52 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:54:07 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:54:07 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:54:22 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:54:22 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:54:36 | 正在更新数据看板数据... 
[SYS] 2025/10/16 - 15:54:36 | 保存数据看板数据成功，共保存1条数据 
[SYS] 2025/10/16 - 15:54:36 | syncing options from database 
[SYS] 2025/10/16 - 15:54:37 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:54:37 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:54:52 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:54:52 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:55:07 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:55:07 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:55:22 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:55:22 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:55:36 | syncing options from database 
[SYS] 2025/10/16 - 15:55:37 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:55:37 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:55:52 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:55:52 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:56:07 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:56:07 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:56:22 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:56:22 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:56:36 | syncing options from database 
[SYS] 2025/10/16 - 15:56:37 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:56:37 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:56:52 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:56:52 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:57:07 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:57:07 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:57:22 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:57:22 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:57:36 | syncing options from database 
[SYS] 2025/10/16 - 15:57:37 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:57:37 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:57:52 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:57:52 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:58:07 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:58:07 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:58:22 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:58:22 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:58:36 | syncing options from database 
[SYS] 2025/10/16 - 15:58:37 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:58:37 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:58:52 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:58:52 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:59:07 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:59:07 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:59:22 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:59:22 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:59:36 | 正在更新数据看板数据... 
[SYS] 2025/10/16 - 15:59:36 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2025/10/16 - 15:59:36 | syncing options from database 
[SYS] 2025/10/16 - 15:59:37 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:59:37 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:59:52 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:59:52 | 任务进度轮询完成 
[SYS] 2025/10/16 - 16:00:07 | 任务进度轮询开始 
[SYS] 2025/10/16 - 16:00:07 | 任务进度轮询完成 
[SYS] 2025/10/16 - 16:00:22 | 任务进度轮询开始 
[SYS] 2025/10/16 - 16:00:22 | 任务进度轮询完成 
[SYS] 2025/10/16 - 16:00:36 | syncing options from database 
[SYS] 2025/10/16 - 16:00:37 | 任务进度轮询开始 
[SYS] 2025/10/16 - 16:00:37 | 任务进度轮询完成 
[SYS] 2025/10/16 - 16:00:52 | 任务进度轮询开始 
[SYS] 2025/10/16 - 16:00:52 | 任务进度轮询完成 
[SYS] 2025/10/16 - 16:01:07 | 任务进度轮询开始 
[SYS] 2025/10/16 - 16:01:07 | 任务进度轮询完成 
[SYS] 2025/10/16 - 16:01:22 | 任务进度轮询开始 
[SYS] 2025/10/16 - 16:01:22 | 任务进度轮询完成 
[SYS] 2025/10/16 - 16:01:36 | syncing options from database 
[SYS] 2025/10/16 - 16:01:37 | 任务进度轮询开始 
[SYS] 2025/10/16 - 16:01:37 | 任务进度轮询完成 
[SYS] 2025/10/16 - 16:01:52 | 任务进度轮询开始 
[SYS] 2025/10/16 - 16:01:52 | 任务进度轮询完成 
[SYS] 2025/10/16 - 16:02:07 | 任务进度轮询开始 
[SYS] 2025/10/16 - 16:02:07 | 任务进度轮询完成 
[SYS] 2025/10/16 - 16:02:22 | 任务进度轮询开始 
[SYS] 2025/10/16 - 16:02:22 | 任务进度轮询完成 
[SYS] 2025/10/16 - 16:02:36 | syncing options from database 
[SYS] 2025/10/16 - 16:02:37 | 任务进度轮询开始 
[SYS] 2025/10/16 - 16:02:37 | 任务进度轮询完成 
[SYS] 2025/10/16 - 16:02:52 | 任务进度轮询开始 
[SYS] 2025/10/16 - 16:02:52 | 任务进度轮询完成 
[ERR] 2025/10/16 - 16:03:03 | 20251016160303827097000p4YVSLRP | user 0 | 无效的令牌 
[GIN] 2025/10/16 - 16:03:03 | 20251016160303827097000p4YVSLRP | 401 |    3.897125ms |             ::1 |    POST /v1/chat/completions
[SYS] 2025/10/16 - 16:03:07 | 任务进度轮询开始 
[SYS] 2025/10/16 - 16:03:07 | 任务进度轮询完成 
[ERR] 2025/10/16 - 16:03:10 | 202510161603105854430002VWfoY6t | user 0 | 无效的令牌 
[GIN] 2025/10/16 - 16:03:10 | 202510161603105854430002VWfoY6t | 401 |    1.152375ms |             ::1 |    POST /v1/chat/completions
[SYS] 2025/10/16 - 16:03:22 | 任务进度轮询开始 
[SYS] 2025/10/16 - 16:03:22 | 任务进度轮询完成 
[SYS] 2025/10/16 - 16:03:36 | syncing options from database 
[SYS] 2025/10/16 - 16:03:37 | 任务进度轮询开始 
[SYS] 2025/10/16 - 16:03:37 | 任务进度轮询完成 
[SYS] 2025/10/16 - 16:03:52 | 任务进度轮询开始 
[SYS] 2025/10/16 - 16:03:52 | 任务进度轮询完成 
[SYS] 2025/10/16 - 16:04:07 | 任务进度轮询开始 
[SYS] 2025/10/16 - 16:04:07 | 任务进度轮询完成 
[SYS] 2025/10/16 - 16:04:22 | 任务进度轮询开始 
[SYS] 2025/10/16 - 16:04:22 | 任务进度轮询完成 
[ERR] 2025/10/16 - 16:04:28 | 20251016160428695477000a4Z9tVoO | user 0 | 无效的令牌 
[GIN] 2025/10/16 - 16:04:28 | 20251016160428695477000a4Z9tVoO | 401 |    6.536583ms |             ::1 |    POST /v1/chat/completions
[SYS] 2025/10/16 - 16:04:36 | 正在更新数据看板数据... 
